0,15.550521,0,15.550521
1,15.852406,0,15.550521
5,15.449387,5,15.449387
6,14.285955,6,14.285955
7,14.191911,7,14.191911
8,15.650593,7,14.191911
9,10.81862,9,10.81862
10,15.650461,9,10.81862
11,15.449177,9,10.81862
12,15.751021,9,10.81862
13,13.33549,9,10.81862
14,10.81784,14,10.81784
15,10.86905,14,10.81784
16,15.650496,14,10.81784
17,14.493925,14,10.81784
18,11.070699,14,10.81784
19,11.878258,14,10.81784
20,11.222504,14,10.81784
21,11.121256,14,10.81784
22,10.969513,14,10.81784
24,15.600198,14,10.81784
25,11.124928,14,10.81784
26,11.120861,14,10.81784
27,11.223172,14,10.81784
28,11.270667,14,10.81784
29,11.774319,14,10.81784
30,12.227649,14,10.81784
31,15.298056,14,10.81784
32,15.651462,14,10.81784
33,11.171428,14,10.81784
34,11.622389,14,10.81784
35,11.823776,14,10.81784
36,12.02864,14,10.81784
37,11.121267,14,10.81784
38,11.875054,14,10.81784
41,15.801676,14,10.81784
42,12.278861,14,10.81784
43,11.220631,14,10.81784
44,11.119723,14,10.81784
45,11.772871,14,10.81784
46,11.32141,14,10.81784
47,15.398673,14,10.81784
48,15.600214,14,10.81784
49,11.676074,14,10.81784
50,15.50014,14,10.81784
51,11.923581,14,10.81784
52,12.684465,14,10.81784
53,10.01445,53,10.01445
54,11.272193,53,10.01445
55,9.914466,55,9.914466
56,9.964593,55,9.914466
58,15.398816,55,9.914466
59,11.975253,55,9.914466
60,10.215696,55,9.914466
61,11.074301,55,9.914466
62,15.342485,55,9.914466
63,9.914408,63,9.914408
64,9.964411,63,9.914408
65,15.549246,63,9.914408
66,15.499271,63,9.914408
67,15.041741,63,9.914408
68,10.316718,63,9.914408
69,10.56994,63,9.914408
70,15.041058,63,9.914408
71,10.973765,63,9.914408
72,10.217433,63,9.914408
73,15.902298,63,9.914408
76,15.851602,63,9.914408
77,15.04032,63,9.914408
78,10.0154,63,9.914408
79,10.215923,63,9.914408
80,15.041481,63,9.914408
81,10.469754,63,9.914408
82,15.699807,63,9.914408
83,15.649957,63,9.914408
84,10.971719,63,9.914408
85,15.600976,63,9.914408
86,15.599326,63,9.914408
87,11.624142,63,9.914408
88,10.869832,63,9.914408
89,15.398436,63,9.914408
90,11.070196,63,9.914408
91,10.519353,63,9.914408
93,15.700511,63,9.914408
94,15.448268,63,9.914408
